"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.906890660592255,0.993279569892473,0.9326,4.57019243181725,2.75136310419059,4.02890882391556,0.63900000000001
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.893507972665148,0.747311827956989,0.85,4.7112736676344,6.18323428704332,5.14932914797049,74.2219999999998
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.893507972665148,0.899865591397849,0.8954,4.7112736676344,3.03899342040169,4.21360306605795,89.0770000000011
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.895216400911162,0.94758064516129,0.9108,4.43924409662496,2.81845129575056,3.95689615908474,65.6290000000008
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.8875284738041,0.996639784946237,0.92,4.67495506987521,1.05707175686795,3.59827299592425,0.0069999999996071
6,"Cox (Subgroup)","heavy_prot_cens",0.940205011389522,0.886424731182796,0.9242,3.7865867877849,4.0234907322524,3.85708940165842,9.43100000000049
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.909738041002278,0.842741935483871,0.8898,4.5500226653846,5.27892049596679,4.76694265976586,90.3850000000002
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.905751708428246,0.931451612903226,0.9134,4.60375016695109,2.99011345495684,4.1235318814616,108.108
9,"DFT-fixed (Joint)","heavy_prot_cens",0.908029612756264,0.918010752688172,0.911,4.27411957319138,4.13845586710608,4.23374605426039,86.0799999999999
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.890091116173121,1,0.9228,4.00251483334232,0.112871715465453,2.84495704146217,0.00599999999940337
11,"Cox (Joint)","heavy_prot_cens",0.938211845102506,0.924731182795699,0.9342,3.83153734374732,3.90007365649186,3.85193375042009,5.57899999999972
