"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","simul_misspec",0.903473804100228,0.959005376344086,0.92,4.8850421954789,3.26512405814822,4.40295455780929,1.02000000000001
2,"DFT-adaptive-T (Subgroup)","simul_misspec",0.891514806378132,0.905913978494624,0.8958,5.17213435220475,5.68628660041531,5.32514606127221,96.0509999999995
3,"DFT-adaptive-CT (Subgroup)","simul_misspec",0.891514806378132,0.905913978494624,0.8958,5.17213960398175,5.68332343685026,5.32426791264342,116.465999999999
4,"DFT-fixed (Subgroup)","simul_misspec",0.898917995444191,0.938172043010753,0.9106,5.02863825212325,4.49795531442684,4.87070700986479,84.6349999999984
5,"Vanilla CQR (Subgroup)","simul_misspec",0.890945330296128,0.959677419354839,0.9114,5.09000223016721,3.38697168975851,4.58318034134158,0.0120000000006257
6,"Cox (Subgroup)","simul_misspec",0.894646924829157,0.915322580645161,0.9008,5.10224119597579,4.67207599827329,4.97422403313953,12.012999999999
7,"DFT-adaptive-T (Joint)","simul_misspec",0.898633257403189,0.859543010752688,0.887,5.00151806327697,5.24765275676372,5.07476774805863,354.001
8,"DFT-adaptive-CT (Joint)","simul_misspec",0.898633257403189,0.859543010752688,0.887,5.00152291118633,5.24765784324837,5.07477266696799,375.584000000001
9,"DFT-fixed (Joint)","simul_misspec",0.932801822323462,0.879032258064516,0.9168,4.27761549008452,4.85664290861927,4.44993404984047,347.576999999999
10,"Vanilla CQR (Joint)","simul_misspec",0.898633257403189,0.95497311827957,0.9154,4.92797808411067,3.42604398980376,4.48100249764494,0.00799999999981083
11,"Cox (Joint)","simul_misspec",0.908029612756264,0.878360215053763,0.8992,4.82631760690417,4.85877991130931,4.83597838869514,8.57099999999991
