"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","homo_cens",0.920181149165016,0.939331970006817,0.9258,4.17483975745212,2.36012191504757,3.64240154249062,0.641999999999996
2,"DFT-adaptive-T (Subgroup)","homo_cens",0.914520237758279,0.905248807089298,0.9118,4.28257874687115,2.61746800761278,3.79403525597275,127.631
3,"DFT-adaptive-CT (Subgroup)","homo_cens",0.914520237758279,0.905248807089298,0.9118,4.28257874687115,2.61746800761278,3.79403525597275,150.405
4,"DFT-fixed (Subgroup)","homo_cens",0.944523068213982,0.904567143830947,0.9328,3.79903805152626,2.50054061776231,3.41805890445992,125.748
5,"Vanilla CQR (Subgroup)","homo_cens",0.902349278233796,0.916155419222904,0.9064,4.27427685028673,2.52743335485424,3.76175296872684,0.00900000000001455
6,"Cox (Subgroup)","homo_cens",0.924426832720068,0.928425357873211,0.9256,3.69453278818927,2.12455415728315,3.23390105788141,5.49799999999999
7,"DFT-adaptive-T (Joint)","homo_cens",0.911972827625248,0.898432174505794,0.908,4.29970555749829,2.72999164700982,3.83915149616098,123.264
8,"DFT-adaptive-CT (Joint)","homo_cens",0.911972827625248,0.898432174505794,0.908,4.29970555749829,2.72999164700982,3.83915149616098,149.549
9,"DFT-fixed (Joint)","homo_cens",0.938296065666572,0.925698704839809,0.9346,3.82084822297564,2.42621114466498,3.41166170419929,127.609
10,"Vanilla CQR (Joint)","homo_cens",0.900651004811775,0.916837082481254,0.9054,4.1823880490934,2.4946697674241,3.68721150525163,0.0290000000000248
11,"Cox (Joint)","homo_cens",0.945372204924993,0.904567143830947,0.9334,3.47114255462644,2.38764878473578,3.15324548254052,2.55599999999998
