"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.9162185111803,0.969325153374233,0.9318,4.21132179810087,2.02794057309808,3.57071774668505,0.467000000000013
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.914520237758279,0.925698704839809,0.9178,4.28257874687115,2.43768194937624,3.74128602648615,168.405
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.914520237758279,0.925698704839809,0.9178,4.28257874687115,2.43764808736266,3.74127609137136,190.228
4,"DFT-fixed (Subgroup)","prot_cens",0.944523068213982,0.933197000681663,0.9412,3.79903805152626,2.37838903654364,3.38221963053036,164.263
5,"Vanilla CQR (Subgroup)","prot_cens",0.902349278233796,0.940013633265167,0.9134,4.27427685028673,1.78812850503131,3.54484092578879,0.00799999999981083
6,"Cox (Subgroup)","prot_cens",0.924426832720068,0.915473755964553,0.9218,3.69453278818927,2.39823486376816,3.31419897716411,4.66200000000003
7,"DFT-adaptive-T (Joint)","prot_cens",0.911406736484574,0.907293796864349,0.9102,4.30141267209273,2.61635127086134,3.80701565697144,170.23
8,"DFT-adaptive-CT (Joint)","prot_cens",0.911406736484574,0.907293796864349,0.9102,4.30141267209273,2.61635127086134,3.80701565697144,196.213
9,"DFT-fixed (Joint)","prot_cens",0.92782337956411,0.933878663940014,0.9296,4.02798330327332,2.407349123448,3.55248923491257,169.088
10,"Vanilla CQR (Joint)","prot_cens",0.899801868100764,0.993183367416496,0.9272,3.9743768496909,1.30715192085751,3.19181305557118,0.0040000000000191
11,"Cox (Joint)","prot_cens",0.935182564392867,0.910020449897751,0.9278,3.6898439537478,2.36947067263994,3.30244643307075,3.18399999999997
