"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.902453102453103,0.981107491856678,0.9266,4.51705201416447,3.01646242945967,4.0563710116601,0.473000000000013
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.907070707070707,0.949837133550489,0.9202,4.40478558583408,3.43673035245329,4.10759262918618,101.687
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.907070707070707,0.942671009771987,0.918,4.40478558583408,2.75697993923616,3.89890925232852,118.608000000001
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.8998556998557,0.945928338762215,0.914,4.29915602979326,2.96057557981215,3.88821183164906,97.9860000000008
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.9001443001443,0.996742671009772,0.9298,4.42980486555209,0.968939402203316,3.36731916830402,0.00799999999981083
6,"Cox (Subgroup)","heavy_prot_cens",0.925541125541126,0.92442996742671,0.9252,3.76773437774711,3.77942794971791,3.77132430434215,5.91200000000026
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.894372294372294,0.861237785016287,0.8842,4.68118927846188,5.27482828177571,4.86343645247923,116.756
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.893506493506493,0.938110749185668,0.9072,4.69812019991218,3.04654659725437,4.19108710389624,135.604
9,"DFT-fixed (Joint)","heavy_prot_cens",0.888888888888889,0.856677524429967,0.879,4.39462492037356,4.96686829043301,4.57030363498181,115.312
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.87012987012987,1,0.91,4.25541942614004,-0.234478649841427,2.87702071681373,0.00399999999990541
11,"Cox (Joint)","heavy_prot_cens",0.924963924963925,0.938762214983713,0.9292,3.77226114492038,3.58188179638562,3.71381468492021,3.96900000000005
