"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.908368794326241,0.986440677966102,0.9314,4.41581474842694,2.77711440283617,3.93239814647767,0.472999999999999
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.91063829787234,0.835932203389831,0.8886,4.36198292824453,5.3407961656022,4.65073283326505,104.226
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.91063829787234,0.912542372881356,0.9112,4.36198292824453,2.96722460778954,3.95052922371031,123.12
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.905531914893617,0.95728813559322,0.9208,4.28392204326787,2.6660734169925,3.80665669851664,100.338
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.897021276595745,0.99864406779661,0.927,4.44654209936883,1.06504948243964,3.44900177737472,0.00999999999999091
6,"Cox (Subgroup)","heavy_prot_cens",0.924539007092199,0.871864406779661,0.909,3.84048465116756,4.48618082885024,4.03096502358395,6.58199999999988
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.923120567375887,0.867118644067797,0.9066,4.19516033772248,4.92438910784727,4.4102828249093,84.258
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.919148936170213,0.931525423728814,0.9228,4.26369826203332,2.98492192736615,3.8864592433065,104.203
9,"DFT-fixed (Joint)","heavy_prot_cens",0.875744680851064,0.849491525423729,0.868,4.5818734483729,4.92040435584668,4.68174006607767,82.694
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.880283687943262,1,0.9156,4.21910297114136,0.103265267741092,3.00493084863828,0.00499999999999545
11,"Cox (Joint)","heavy_prot_cens",0.923971631205674,0.934915254237288,0.9272,3.88120119023404,3.73294904590476,3.8374668076569,5.12799999999993
