"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.908936170212766,0.909152542372881,0.909,4.41192411737974,4.40528572810731,4.40996579254437,0.481000000000009
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.91063829787234,0.809491525423729,0.8808,4.36198292824453,6.05037371360385,4.86005820992553,91.6089999999999
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.91063829787234,0.914576271186441,0.9118,4.36198292824453,3.01562060912743,3.96480604410499,111.156
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.905531914893617,0.870508474576271,0.8952,4.28392204326787,5.10027624754934,4.52474653353091,87.0149999999999
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.897021276595745,0.962033898305085,0.9162,4.44654209936883,1.37537482722443,3.54054775408623,0.00899999999978718
6,"Cox (Subgroup)","heavy_inter_cens",0.924539007092199,0.916610169491525,0.9222,3.84048465116756,4.16176769387649,3.9352631487667,6.18500000000017
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.915744680851064,0.903728813559322,0.9122,4.32685642572942,4.47926141454723,4.37181589743067,198.85
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.913191489361702,0.941694915254237,0.9216,4.37715192229636,3.43969345855456,4.10060167549253,221.353
9,"DFT-fixed (Joint)","heavy_inter_cens",0.893333333333333,0.854237288135593,0.8818,4.35346201130534,4.87086530533856,4.50609598304514,197.311
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.880283687943262,1,0.9156,4.21910297114136,0.103265267741093,3.00493084863828,0.00400000000013279
11,"Cox (Joint)","heavy_inter_cens",0.931914893617021,0.924745762711864,0.9298,3.73444207952049,3.90689325838458,3.7853151772854,5.048
