"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","surv_misspec",0.948798627002288,0.940824468085106,0.9464,4.37698941618758,3.20370596646016,4.02406575450957,0.572999999999997
2,"DFT-adaptive-T (Subgroup)","surv_misspec",0.900743707093821,0.90093085106383,0.9008,5.48463758419407,7.35146502044031,6.04617927701694,130.983
3,"DFT-adaptive-CT (Subgroup)","surv_misspec",0.901887871853547,0.897606382978723,0.9006,5.46472404601478,7.309995193725,6.01978160724601,143.434
4,"DFT-fixed (Subgroup)","surv_misspec",0.916189931350114,0.94813829787234,0.9258,5.1964160294067,5.02824076841535,5.1458289109005,117.537000000001
5,"Vanilla CQR (Subgroup)","surv_misspec",0.925343249427918,0.930186170212766,0.9268,4.75338910572853,4.68855446310703,4.73388684522798,0.0100000000002183
6,"Cox (Subgroup)","surv_misspec",0.905320366132723,0.930186170212766,0.9128,5.49135692692942,5.29467558178375,5.4321951783096,11.9290000000001
7,"DFT-adaptive-T (Joint)","surv_misspec",0.894736842105263,0.882978723404255,0.8912,5.59580398696092,4.71543544134341,5.33098912843917,171.401999999999
8,"DFT-adaptive-CT (Joint)","surv_misspec",0.898455377574371,0.886968085106383,0.895,5.54953171297563,4.67644302466652,5.28690663553225,189.277
9,"DFT-fixed (Joint)","surv_misspec",0.948798627002288,0.93218085106383,0.9438,4.29724024887034,3.62920992873943,4.09629672857497,165.598999999999
10,"Vanilla CQR (Joint)","surv_misspec",0.924485125858124,0.920212765957447,0.9232,4.76048150901951,3.42733692606208,4.35947161846592,0.00700000000051659
11,"Cox (Joint)","surv_misspec",0.925343249427918,0.871010638297872,0.909,5.0351083839938,4.56119409307126,4.8925549652843,6.25900000000001
