"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.926773455377574,0.92686170212766,0.9268,4.04462427076702,4.3568917961075,4.13855434238943,0.588999999999999
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.899599542334096,0.926196808510638,0.9076,4.37462251122976,4.54690130307078,4.42644397181554,87.4960000000001
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.899599542334096,0.945478723404255,0.9134,4.37462251122976,2.87699467329883,3.92413605758014,101.082
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.886727688787185,0.945478723404255,0.9044,4.27316753186056,3.82819707974859,4.13932041986528,77.308
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.903890160183066,0.980718085106383,0.927,4.35731132429788,1.41340710846123,3.47178493617421,0.00799999999981083
6,"Cox (Subgroup)","heavy_inter_cens",0.930778032036613,0.949468085106383,0.9364,3.59747193178404,3.68238152289917,3.62301273679147,9.45399999999972
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.906464530892448,0.928191489361702,0.913,4.33999904259282,4.32014251830648,4.33402620008749,170.786
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.905606407322655,0.952792553191489,0.9198,4.35057526175608,3.23140252184713,4.01392810159147,185.921
9,"DFT-fixed (Joint)","heavy_inter_cens",0.913901601830664,0.924867021276596,0.9172,4.05255813208738,4.29707125482109,4.12610767940568,168.786
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.907036613272311,1,0.935,3.97034372555066,-0.238675635253437,2.70427070182079,0.00799999999981083
11,"Cox (Joint)","heavy_inter_cens",0.935354691075515,0.944148936170213,0.938,3.52387508879939,3.73835925290997,3.58839192536385,6.32099999999991
