"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cov_cens",0.933066361556064,0.922872340425532,0.93,3.96781377240965,2.69013500531137,3.58348799926649,0.579000000000001
2,"DFT-adaptive-T (Subgroup)","cov_cens",0.897597254004577,0.914228723404255,0.9026,4.40353528035652,2.78991197920335,3.91815739136964,61.375
3,"DFT-adaptive-CT (Subgroup)","cov_cens",0.897597254004577,0.914228723404255,0.9026,4.40353777065393,2.78991197920335,3.91815913258559,75.652
4,"DFT-fixed (Subgroup)","cov_cens",0.839816933638444,0.774601063829787,0.8202,4.75884983616735,3.35597023090161,4.33686365090342,49.4369999999999
5,"Vanilla CQR (Subgroup)","cov_cens",0.924485125858124,0.938164893617021,0.9286,4.09728201123521,2.51912391550677,3.6225720560401,0.00900000000001455
6,"Cox (Subgroup)","cov_cens",0.910469107551487,0.938829787234043,0.919,4.01124666155134,2.4343050476288,3.53690262408344,9.3739999999998
7,"DFT-adaptive-T (Joint)","cov_cens",0.908752860411899,0.927526595744681,0.9144,4.31436725891303,2.62321826415933,3.80566964129112,118.337
8,"DFT-adaptive-CT (Joint)","cov_cens",0.908752860411899,0.927526595744681,0.9144,4.31433971594418,2.62320151750458,3.80564534585355,135.969
9,"DFT-fixed (Joint)","cov_cens",0.89187643020595,0.863031914893617,0.8832,4.34807967320502,3.01033116967917,3.94568492334444,112.785
10,"Vanilla CQR (Joint)","cov_cens",0.928775743707094,0.900265957446808,0.9202,4.03447908152896,2.67982685217086,3.62699969093804,0.00500000000010914
11,"Cox (Joint)","cov_cens",0.926773455377574,0.921542553191489,0.9252,3.85296811314069,2.5978620686802,3.47543221496698,5.00500000000011
