"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.906382978723404,0.899661016949153,0.9044,4.51939685346874,4.59637304325555,4.54210482945585,0.463000000000022
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.89531914893617,0.889491525423729,0.8936,4.70981097148813,5.00046110544374,4.79555276100503,89.3330000000005
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.89531914893617,0.926101694915254,0.9044,4.70981097148813,2.9609914627628,4.19390921641416,108.58
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.93531914893617,0.92135593220339,0.9312,4.03970575665281,4.30955069311657,4.11931001290962,83.2210000000014
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.906666666666667,0.96135593220339,0.9228,4.57100622225565,1.4517178354469,3.65081614814707,0.00799999999981083
6,"Cox (Subgroup)","heavy_inter_cens",0.934468085106383,0.932203389830508,0.9338,3.69793464694446,3.76929820386987,3.71898689623745,7.23499999999876
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.897588652482269,0.92,0.9042,4.63212428407746,4.32301971101325,4.54093843502352,221.443000000001
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.897588652482269,0.932881355932203,0.908,4.63212428407746,3.49848198274242,4.29769980518362,242.762999999999
9,"DFT-fixed (Joint)","heavy_inter_cens",0.897872340425532,0.914576271186441,0.9028,4.35757580270983,4.18376577093186,4.30630184333533,219.171999999999
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.90354609929078,1,0.932,3.72314889105916,0.190709934558207,2.68107939889138,0.00500000000101863
11,"Cox (Joint)","heavy_inter_cens",0.938439716312057,0.932881355932203,0.9368,3.65937751127048,3.6256500108625,3.64942789865013,6.38799999999901
