"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","homo_cens",0.909966024915062,0.903269754768392,0.908,4.47352545424305,2.78871106962724,3.97886395091985,0.465000000000003
2,"DFT-adaptive-T (Subgroup)","homo_cens",0.899490373725934,0.892370572207084,0.8974,4.59315674390543,2.91475581960987,4.10037823253225,101.697999999999
3,"DFT-adaptive-CT (Subgroup)","homo_cens",0.899490373725934,0.892370572207084,0.8974,4.59315674390543,2.91475581960987,4.10037823253225,127.115
4,"DFT-fixed (Subgroup)","homo_cens",0.883069082672707,0.888964577656676,0.8848,4.59702808530334,2.78247929234849,4.0642765596918,95.4559999999992
5,"Vanilla CQR (Subgroup)","homo_cens",0.911381653454134,0.887602179836512,0.9044,4.21361986040063,2.7682169084351,3.78924955370355,0.00799999999981083
6,"Cox (Subgroup)","homo_cens",0.920158550396376,0.935286103542234,0.9246,3.99300487172519,2.25523302318542,3.48279505699391,7.66800000000057
7,"DFT-adaptive-T (Joint)","homo_cens",0.900056625141563,0.909400544959128,0.9028,4.66959030470618,2.7712145417402,4.11222718069937,199.29
8,"DFT-adaptive-CT (Joint)","homo_cens",0.900056625141563,0.909400544959128,0.9028,4.66959306975993,2.77121618268869,4.11222961571582,224.507000000001
9,"DFT-fixed (Joint)","homo_cens",0.913080407701019,0.870572207084469,0.9006,4.30321428169616,2.93266319899313,3.90082048381455,196.227
10,"Vanilla CQR (Joint)","homo_cens",0.907984144960362,0.895095367847411,0.9042,4.1153730923824,2.91139395180002,3.76188481670742,0.00500000000010914
11,"Cox (Joint)","homo_cens",0.94365798414496,0.906675749318801,0.9328,3.81685503947445,2.5005748973631,3.43039518975056,5.5649999999996
