"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","simul_misspec",0.926670441676104,0.92983651226158,0.9276,4.47881054519667,3.84383897716197,4.29238289282168,0.86099999999999
2,"DFT-adaptive-T (Subgroup)","simul_misspec",0.915062287655719,0.884877384196185,0.9062,4.70836390065274,6.05936639987183,5.10501823442347,204.281999999997
3,"DFT-adaptive-CT (Subgroup)","simul_misspec",0.915062287655719,0.885558583106267,0.9064,4.70836390065274,5.98937963334342,5.08447011977073,226.901999999998
4,"DFT-fixed (Subgroup)","simul_misspec",0.917327293318233,0.906675749318801,0.9142,4.60814951549156,5.06202908088232,4.74140855589029,196.796
5,"Vanilla CQR (Subgroup)","simul_misspec",0.911664779161948,0.964577656675749,0.9272,4.75046599388368,2.87936858456914,4.20111179450893,0.0149999999994179
6,"Cox (Subgroup)","simul_misspec",0.907984144960362,0.896457765667575,0.9046,4.87895533255258,4.89551689210149,4.88381780643614,9.91400000000067
7,"DFT-adaptive-T (Joint)","simul_misspec",0.923839184597962,0.881471389645777,0.9114,4.54428235517495,5.01724645480278,4.68314461482568,314.553
8,"DFT-adaptive-CT (Joint)","simul_misspec",0.923839184597962,0.881471389645777,0.9114,4.54428890272934,5.0172536838197,4.68315136245747,340.108
9,"DFT-fixed (Joint)","simul_misspec",0.930917327293318,0.876021798365123,0.9148,4.3467676302386,5.01473652955929,4.54288329907915,311.132
10,"Vanilla CQR (Joint)","simul_misspec",0.911664779161948,0.940054495912807,0.92,4.80698125739943,3.57316290155415,4.44473218812326,0.0069999999996071
11,"Cox (Joint)","simul_misspec",0.915911664779162,0.891008174386921,0.9086,4.70733574260665,4.8092892976105,4.73726930635578,6.36399999999958
