"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.902604756511891,0.91008174386921,0.9048,4.65803839907848,4.58181321457475,4.63565868490819,0.64500000000001
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.898640996602492,0.790190735694823,0.8668,4.63302389256299,6.408977743464,5.15444394318753,95.1910000000007
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.898640996602492,0.929155313351499,0.9076,4.63302389256299,3.11518385154206,4.18738605651925,113.796000000001
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.882502831257078,0.838555858310627,0.8696,4.60472929636278,5.7249054438516,4.9336130132655,88.6510000000007
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.904869762174405,0.975476839237057,0.9256,4.30919425974989,1.37277031319167,3.4470601890404,0.00799999999981083
6,"Cox (Subgroup)","heavy_inter_cens",0.923272933182333,0.908719346049046,0.919,3.90343938953875,4.59418762892502,4.10624307262256,8.0659999999998
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.902887882219706,0.901226158038147,0.9024,4.65897672327091,4.70979713135295,4.6738975950838,195.337999999999
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.90713476783692,0.929155313351499,0.9136,4.62486165850341,3.69188369555655,4.35093932858221,219.958
9,"DFT-fixed (Joint)","heavy_inter_cens",0.908550396375991,0.890326975476839,0.9032,4.3469554431086,4.59322214472678,4.4192593467037,192.384999999999
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.908267270668177,1,0.9352,3.72833873374527,0.201123316280437,2.6927482871776,0.00500000000010914
11,"Cox (Joint)","heavy_inter_cens",0.928652321630804,0.920980926430518,0.9264,3.82395233168659,3.91489910114928,3.85065430320084,5.49600000000009
