"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.913181424862994,0.934768427919113,0.9198,4.21862139341198,2.42652763657035,3.66916544756433,0.472000000000008
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.905105278338621,0.903457273320287,0.9046,4.35938512201561,2.75263033147509,3.86675410323589,73.0429999999997
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.905105278338621,0.903457273320287,0.9046,4.35938512201561,2.75263033147509,3.86675410323589,95.1399999999994
4,"DFT-fixed (Subgroup)","prot_cens",0.876550331698875,0.932811480756686,0.8938,4.3720597366269,2.56703246677639,3.81863837569073,67.5329999999994
5,"Vanilla CQR (Subgroup)","prot_cens",0.920103836169599,0.926288323548597,0.922,4.05304692839405,1.91829244619653,3.39853120415229,0.0100000000020373
6,"Cox (Subgroup)","prot_cens",0.931064320738391,0.912589693411611,0.9254,3.54743270900397,2.43626137700295,3.20674757861246,7.03199999999924
7,"DFT-adaptive-T (Joint)","prot_cens",0.881742140178829,0.927592954990215,0.8958,4.6365353832305,2.53561146168872,3.99239210888579,137.520999999999
8,"DFT-adaptive-CT (Joint)","prot_cens",0.881742140178829,0.927592954990215,0.8958,4.63653092825857,2.53560902537001,3.99238827283294,158.965999999999
9,"DFT-fixed (Joint)","prot_cens",0.869339486587828,0.900848010437052,0.879,4.58432116979066,2.62456478948812,3.9834598635899,133.537
10,"Vanilla CQR (Joint)","prot_cens",0.906547447360831,0.986953685583823,0.9312,3.84704487462147,1.51025314420615,3.13058453007613,0.00599999999940337
11,"Cox (Joint)","prot_cens",0.935967695413902,0.917155903457273,0.9302,3.60214995317192,2.31429894572245,3.20729483428791,4.76500000000124
