"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.908278050187482,0.895629484670581,0.9044,4.35940014226106,4.71447133872527,4.46826497109699,0.492000000000019
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.906835881165273,0.882583170254403,0.8994,4.35647419533171,5.12459893107324,4.59198123931006,70.8469999999998
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.906835881165273,0.922374429223744,0.9116,4.35647419533171,3.03436958222046,3.9511169209518,88.5679999999993
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.875396596481108,0.885192433137639,0.8784,4.37140085107641,4.92389230183845,4.54079472988005,65.2729999999992
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.919815402365157,0.956947162426614,0.9312,4.11596669033883,1.54830911822788,3.32872287872962,0.00700000000142609
6,"Cox (Subgroup)","heavy_inter_cens",0.931641188347274,0.911937377690802,0.9256,3.5356988616377,4.18322031479566,3.73422893917593,7.02099999999882
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.886933948658783,0.921722113502935,0.8976,4.62341676167272,4.3284690455467,4.53298579190848,84.8459999999995
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.886933948658783,0.938030006523157,0.9026,4.62341676167272,3.28261581271782,4.21232719072314,103.591000000002
9,"DFT-fixed (Joint)","heavy_inter_cens",0.868762618978944,0.906066536203523,0.8802,4.61640235434414,4.27029184734758,4.510284872899,82.7079999999987
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.890395154312085,1,0.924,3.85262951569402,0.0371281295502645,2.68279679070234,0.00500000000101863
11,"Cox (Joint)","heavy_inter_cens",0.926737813671762,0.938682322243966,0.9304,3.61931215622177,3.5055872081791,3.58444408715189,4.97099999999955
