"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","surv_misspec",0.951831554658206,0.958904109589041,0.954,4.40634169861858,2.95401704950655,3.96105896120083,0.692999999999984
2,"DFT-adaptive-T (Subgroup)","surv_misspec",0.907124314969714,0.908023483365949,0.9074,5.43453505761707,6.5952938769974,5.79042371163908,80.7540000000008
3,"DFT-adaptive-CT (Subgroup)","surv_misspec",0.907124314969714,0.908023483365949,0.9074,5.43420754030267,6.53826629769742,5.7727119553199,102.290999999999
4,"DFT-fixed (Subgroup)","surv_misspec",0.931641188347274,0.958904109589041,0.94,4.79933598519258,5.48982402286581,5.01103961754319,74.7160000000003
5,"Vanilla CQR (Subgroup)","surv_misspec",0.931641188347274,0.960861056751468,0.9406,4.60319264567622,3.99865784062162,4.41784227444648,0.00800000000162981
6,"Cox (Subgroup)","surv_misspec",0.909431785405249,0.931506849315068,0.9162,5.36290259024765,5.88399792603939,5.5226704202014,7.79199999999764
7,"DFT-adaptive-T (Joint)","surv_misspec",0.918084799538506,0.896281800391389,0.9114,5.21322943351025,4.50799741110167,4.99700529543978,235.134
8,"DFT-adaptive-CT (Joint)","surv_misspec",0.918373233342948,0.896281800391389,0.9116,5.21077501701675,4.50587502164239,4.99465267843497,259.591999999999
9,"DFT-fixed (Joint)","surv_misspec",0.932794923565042,0.904109589041096,0.924,4.85904450478391,4.39076543510922,4.71547014202165,232.886999999999
10,"Vanilla CQR (Joint)","surv_misspec",0.937698298240554,0.928245270711024,0.9348,4.60228055385662,3.41192513100847,4.23731758121138,0.00799999999981083
11,"Cox (Joint)","surv_misspec",0.930775886933949,0.873450750163079,0.9132,4.91674874219905,4.57220255536637,4.81111088131615,5.05899999999929
